scan_type,rule_name,description,alert_id,alert_url,risk,cwe
active,Remote File Include,"This rule submits a series of requests with external URLs as parameter values and looks for a match between the response body and the title of the page hosted at those URLs. If there is a match between the expected string and the response body, and the header returned a status code of 200, an alert is raised and the scanner returns immediately.",7,https://www.zaproxy.org/docs/alerts/7/,3,98
active,Server Side Include,"This rule checks to see what OS the server is running on, then sends requests with a corresponding HTML SSI directive as a parameter value. If the response body matches a pattern indicating the SSI was successful, an alert is raised and the scanner returns immediately.",40009,https://www.zaproxy.org/docs/alerts/40009/,3,97
active,Server Side Template Injection,"This rule attempts to detect situations in which user input might be interpreted as part of the template and processed on the server, versus the user input simply being used as an argument to the template/engine.",90035,https://www.zaproxy.org/docs/alerts/90035/,3,1336
active,Server Side Template Injection (Blind),"This rule goes one step further than the SSTI scan rule and attempts to find places where the impact of the user input is not immediately obvious, such as when used by an admin panel, report output, invoice, etc. It leverages the OAST add-on for out-of-band interactions. See also: OAST .",90036,https://www.zaproxy.org/docs/alerts/90036/,3,1336
active,Source Code Disclosure - CVE-2012-1823,"Exploit CVE-2012-1823 to disclose server-side PHP source code on a PHP-CGI based web server. Only analyzes responses that are text based (HTML, JSON, XML, etc.), in order to avoid false positives which may occur with image or other binary content. JavaScript responses are only analyzed when a LOW alert threshold is set.",20017,https://www.zaproxy.org/docs/alerts/20017/,3,20
active,Source Code Disclosure - /WEB-INF Folder,"Exploit the presence of an unprotected /WEB-INF folder to download and decompile Java classes, to disclose Java source code.",10045-1,https://www.zaproxy.org/docs/alerts/10045-1/,3,541
active,Properties File Disclosure - /WEB-INF folder,"Exploit the presence of an unprotected /WEB-INF folder to download and decompile Java classes, to disclose Java source code.",10045-2,https://www.zaproxy.org/docs/alerts/10045-2/,3,541
active,Spring4Shell (CVE-2022-22965),This rule attempts to discover the Spring4Shell ( CVE-2022-22965 vulnerability. It uses a payload of class.module.classLoader.DefaultAssertionStatus=nonsense on all nodes and raises an alert if this payload results in a 400 response. It will not raise an alert if a similar but safe payload also results in a 400 response.,40045,https://www.zaproxy.org/docs/alerts/40045/,3,78
active,Spring Actuators,This rule attempts to identify if the Spring Actuators are enabled. Tests for the default /actuator/health route in the application.,40042,https://www.zaproxy.org/docs/alerts/40042/,2,215
active,SQL Injection,"This scanner scans for SQL Injection vulnerabilities in an RDBMS-independent fashion, by attacking url parameters and form parameters with fragments of valid and invalid SQL syntax, using error based, boolean based, Union based, and stacked query SQL Injection techniques. This scanner may be able to fingerprint the RDBMS if the application throws a known RDBMS specific SQL error message. This scanner does not exploit any RDBMS specific techniques, and so is the best SQL injection scanner to use as a starting point.",40018,https://www.zaproxy.org/docs/alerts/40018/,3,89
active,SQL Injection - Hypersonic (Time Based),"This rule uses Hypersonic-specific SQL syntax to attempt to induce time delays in the SQL statement called by the page. If the unmodified query is not affected by a time delay, and the modified query’s delay can be controlled, it is indicative of a time-based SQL Injection vulnerability in a Hypersonic SQL database. This rule is time sensitive, and should only be used in an attempt to find stubborn and un-obvious SQL injection vulnerabilities in a suspected Hypersonic database. For this reason, the number of active scan threads should be set to the minimum when using this scan rule, to minimise load on the web server, application server, and database, in order to avoid false positives caused by load delays rather than by SQL injection delays. The rule tests only for time-based SQL injection vulnerabilities. Post 2.5.0 you can change the length of time used for the attack by changing the rules.common.sleep parameter via the Options ‘Rule configuration’ panel.",40020,https://www.zaproxy.org/docs/alerts/40020/,3,89
active,SQL Injection - MsSQL (Time Based),This active scan rule attempts to inject MsSQL specific sleep commands into parameter values and analyzes the server’s response time to see if the sleep is effectively executed on the server (indicating a successful SQL injection attack).,40027,https://www.zaproxy.org/docs/alerts/40027/,3,89
active,SQL Injection - MySQL (Time Based),"This rule uses MySQL-specific SQL syntax to attempt to induce time delays in the SQL statement called by the page. If the unmodified query is not affected by a time delay, and the modified query’s delay can be controlled, it is indicative of a time-based SQL Injection vulnerability in a MySQL database. This rule is time sensitive, and should only be used in an attempt to find stubborn and un-obvious SQL injection vulnerabilities in a suspected MySQL database. For this reason, the number of active scan threads should be set to the minimum when using this scan rule, to minimise load on the web server, application server, and database, in order to avoid false positives caused by load delays rather than by SQL injection delays. The rule tests only for time-based SQL injection vulnerabilities. Post 2.5.0 you can change the length of time used for the attack by changing the rules.common.sleep parameter via the Options ‘Rule configuration’ panel.",40019,https://www.zaproxy.org/docs/alerts/40019/,3,89
active,SQL Injection - Oracle (Time Based),"This scan rule uses Oracle-specific SQL syntax to attempt to induce time delays in the SQL statement called by the page. If the unmodified query is not affected by a time delay, and the modified query’s delay can be controlled, it is indicative of a time-based SQL Injection vulnerability in a Oracle SQL database. This rule is time sensitive, and should only be used in an attempt to find stubborn and un-obvious SQL injection vulnerabilities in a suspected Oracle database. For this reason, the number of active scan threads should be set to the minimum when using this rule, to minimise load on the web server, application server, and database, in order to avoid false positives caused by load delays rather than by SQL injection delays. The scan rule tests only for time-based SQL injection vulnerabilities. The scan rule tests only for time-based SQL injection vulnerabilities. Post 2.5.0 you can change the length of time used for the attack by changing the rules.common.sleep parameter via the Options ‘Rule configuration’ panel.",40021,https://www.zaproxy.org/docs/alerts/40021/,3,89
active,SQL Injection - PostgreSQL (Time Based),"This rule uses PostgreSQL-specific SQL syntax to attempt to induce time delays in the SQL statement called by the page. If the unmodified query is not affected by a time delay, and the modified query’s delay can be controlled, it is indicative of a time-based SQL Injection vulnerability in a PostgreSQL database. This scan rule is time sensitive, and should only be used in an attempt to find stubborn and un-obvious SQL injection vulnerabilities in a suspected PostgreSQL database. For this reason, the number of active scan threads should be set to the minimum when using this scan rule, to minimise load on the web server, application server, and database, in order to avoid false positives caused by load delays rather than by SQL injection delays. The rule tests only for time-based SQL injection vulnerabilities. Post 2.5.0 you can change the length of time used for the attack by changing the rules.common.sleep parameter via the Options ‘Rule configuration’ panel.",40022,https://www.zaproxy.org/docs/alerts/40022/,3,89
active,SQL Injection - SQLite (Time Based),This active scan rule attempts to inject SQLite specific commands into parameter values and analyzes the timing of server responses to see if the commands were effectively executed on the server (indicating a successful SQL injection attack).,40024,https://www.zaproxy.org/docs/alerts/40024/,3,89
active,Trace.axd Information Leak,"Tests to see if Trace Viewer (trace.axd) is available. Although this component is convenient for developers and other stakeholders it can leak a significant amount of information which a security analyst or malicious individual may be interested in. The trace.axd scan rule targets Microsoft based technologies: IIS, Windows, ASP, and MSSQL.",40029,https://www.zaproxy.org/docs/alerts/40029/,2,215
active,User Agent Fuzzer,"This active scan rule checks for differences in response based on fuzzed User Agent (eg. mobile sites, access as a Search Engine Crawler). The rule compares the response statuscode and the hashcode of the response body with the original response. Note: If the Custom Payloads add-on is installed you can add your own User Agent strings (payloads) in the Custom Payloads options panel. The Custom Payloads category for this rule is: User-Agent .",10104,https://www.zaproxy.org/docs/alerts/10104/,0,0
active,XPath Injection,"As described by OWASP: “XPath Injection attacks occur when a web site uses user-supplied information to construct an XPath query for XML data. By sending intentionally malformed information into the web site, an attacker can find out how the XML data is structured, or access data that he may not normally have access to. He may even be able to elevate his privileges on the web site if the XML data is being used for authentication (such as an XML based user file) or authorization.” This rule attempts to identify such weaknesses. Note: If the Custom Payloads add-on is installed you can add your own error strings (payloads) in the Custom Payloads options panel.
They will also be searched for in responses as they’re scanned. The Custom Payloads category for this rule is: XPath-Errors .",90021,https://www.zaproxy.org/docs/alerts/90021/,3,643
active,XSLT Injection,"This scan rule checks for certain responses induced by injecting XSL transformations. It attempts to obtain those responses with payloads which may induce: error responses, disclosure of library/framework vendor name, remote port scanning, or command execution.",90017,https://www.zaproxy.org/docs/alerts/90017/,2,91
active,XXE,"This component attempts to identify applications which are subject to XML eXternal Entity (XXE) attacks. Applications which parse XML input may be subject to XXE when weakly or poorly configured parsers handle XML input containing reference to an external entity such as a local file, HTTP requests to internal or tertiary systems, etc. The number of tags which are tested individually depends on the strength of the rule. This scan rule will only run if the OAST add-on is installed and available. It is also recommended that you test that the Callbacks service in the OAST add-on is correctly configured for your target site. If the target system cannot connect to the Callback Address then some XXE vulnerabilities will not be detected. See also: OAST .",90023,https://www.zaproxy.org/docs/alerts/90023/,3,611
